t	v
7116.0	J30
7120.0	J30
7124.0	J30
7128.0	J30
7132.0	J30
7136.0	J30
7140.0	J30
7144.0	J30
7148.0	J30
7152.0	J30
7156.0	J30
7160.0	J30
7164.0	J30
7168.0	J30
7172.0	J30
7176.0	J30
7180.0	J30
7184.0	J30
7188.0	J30
7192.0	J30
7196.0	J30
7200.0	J30
7204.0	J30
7208.0	J30
7212.0	J30
7216.0	J30
7220.0	J30
7224.0	J30
7228.0	J30
7232.0	J30
7236.0	J30
7240.0	J30
7244.0	J30
7248.0	J30
7252.0	J30
7256.0	J30
7260.0	J30
7264.0	J30
7268.0	J30
7272.0	J30
7276.0	J30
7280.0	J30
7284.0	J30
7288.0	J30
7292.0	J30
7296.0	J30
7300.0	J30
7304.0	J30
7308.0	J30
7312.0	J30
7316.0	J30
7320.0	J30
7324.0	J30
7328.0	J30
7332.0	J30
7336.0	J30
7340.0	J30
7344.0	J30
7348.0	J30
7352.0	J30
7356.0	J30
7360.0	J30
7364.0	J30
7368.0	J30
7372.0	J30
7376.0	J30
7380.0	J30
7384.0	J30
7388.0	J30
7392.0	J30
7396.0	J30
7400.0	J30
7404.0	J30
7408.0	J30
7412.0	J30
7416.0	J30
7420.0	J30
7424.0	J30
7428.0	J30
7432.0	J30
7436.0	J30
7440.0	J30
7444.0	J30
7448.0	J30
7452.0	J30
7456.0	J30
7460.0	J30
7464.0	J30
7468.0	J30
7472.0	J30
7476.0	J30
7480.0	J30
7484.0	J30
7488.0	J30
7492.0	J30
7496.0	J30
7500.0	J30
7504.0	J30
7508.0	J30
7512.0	J30
7516.0	J30
7520.0	J30
7524.0	J30
7528.0	J30
7532.0	J30
7536.0	J30
7540.0	J30
7544.0	J30
7548.0	J30
7552.0	J30
7556.0	J30
7560.0	J30
7564.0	J30
7568.0	J30
7572.0	J30
7576.0	J30
7580.0	J30
7584.0	J30
7588.0	J30
7592.0	J30
7596.0	J30
7600.0	J30
7604.0	J30
7608.0	J30
7612.0	J30
7616.0	J30
7620.0	J30
7624.0	J30
7628.0	J30
7632.0	J30
7636.0	J30
7640.0	J30
7644.0	J30
7648.0	J30
7652.0	J30
7656.0	J30
7660.0	J30
7664.0	J30
7668.0	J30
7672.0	J30
7676.0	J30
7680.0	J30
7684.0	J30
7688.0	J30
7692.0	J30
7696.0	J30
7700.0	J30
7704.0	J30
7708.0	J30
7712.0	J30
7716.0	J30
7720.0	J30
7724.0	J30
7728.0	J30
7732.0	J30
7736.0	J30
7740.0	J30
7744.0	J30
7748.0	J30
7752.0	J30
7756.0	J30
7760.0	J30
7764.0	J30
7768.0	J30
7772.0	J30
7776.0	J30
7780.0	J30
7784.0	J30
7788.0	J30
7792.0	J30
7796.0	J30
7800.0	J30
7804.0	J30
7808.0	J30
7812.0	J30
7816.0	J30
7820.0	J30
7824.0	J30
7828.0	J30
7832.0	J30
7836.0	J30
7840.0	J30
7844.0	J30
7848.0	J30
7852.0	J30
7856.0	J30
7860.0	J30
7864.0	J30
7868.0	J30
7872.0	J30
7876.0	J30
7880.0	J30
7884.0	J30
7888.0	J30
7892.0	J30
7896.0	J30
7900.0	J30
7904.0	J30
7908.0	J30
7912.0	J30
7916.0	J30
7920.0	J30
7924.0	J30
7928.0	J30
7932.0	J30
7936.0	J30
7940.0	J30
7944.0	J30
7948.0	J30
7952.0	J30
7956.0	J30
7960.0	J30
7964.0	J30
7968.0	J30
7972.0	J30
7976.0	J30
7980.0	J30
7984.0	J30
7988.0	J30
7992.0	J30
7996.0	J30
8000.0	J30
8004.0	J30
8008.0	J30
8012.0	J30
8016.0	J30
8020.0	J30
8024.0	J30
8028.0	J30
8032.0	J30
8036.0	J30
8040.0	J30
8044.0	J30
8048.0	J30
8052.0	J30
8056.0	J30
8060.0	J30
8064.0	J30
8068.0	J30
8072.0	J30
8076.0	J30
8080.0	J30
8084.0	J30
8088.0	J30
8092.0	J30
8096.0	J30
8100.0	J30
8104.0	J30
8108.0	J30
8112.0	J30
8116.0	J30
8120.0	J30
8124.0	J30
8128.0	J30
8132.0	J30
8136.0	J30
8140.0	J30
8144.0	J30
8148.0	J30
8152.0	J30
8156.0	J30
8160.0	J30
8164.0	J30
8168.0	J30
8172.0	J30
8176.0	J30
8180.0	J30
8184.0	J30
8188.0	J30
8192.0	J30
8196.0	J30
8200.0	J30
8204.0	J30
8208.0	J30
8212.0	J30
8216.0	J30
8220.0	J30
8224.0	J30
8228.0	J30
8232.0	J30
8236.0	J30
8240.0	J30
8244.0	J30
8248.0	J30
8252.0	J30
8256.0	J30
8260.0	J30
8264.0	J30
8268.0	J30
8272.0	J30
8276.0	J30
8280.0	J30
8284.0	J30
8288.0	J30
8292.0	J30
8296.0	J30
8300.0	J30
8304.0	J30
8308.0	J30
8312.0	J30
8316.0	J30
8320.0	J30
8324.0	J30
8328.0	J30
8332.0	J30
8336.0	J30
8340.0	J30
8344.0	J30
8348.0	J30
8352.0	J30
8356.0	J30
8360.0	J30
8364.0	J30
8368.0	J30
8372.0	J30
8376.0	J30
8380.0	J30
8384.0	J30
8388.0	J30
8392.0	J30
8396.0	J30
8400.0	J30
8404.0	J30
8408.0	J30
8412.0	J30
8416.0	J30
8420.0	J30
8424.0	J30
8428.0	J30
8432.0	J30
8436.0	J30
8440.0	J30
8444.0	J30
8448.0	J30
8452.0	J30
8456.0	J30
8460.0	J30
8464.0	J30
8468.0	J30
8472.0	J30
8476.0	J30
8480.0	J30
8484.0	J30
8488.0	J30
8492.0	J30
8496.0	J30
8500.0	J30
8504.0	J30
8508.0	J30
8512.0	J30
8516.0	J30
8520.0	J30
8524.0	J30
8528.0	J30
8532.0	J30
8536.0	J30
8540.0	J30
8544.0	J30
8548.0	J30
8552.0	J30
8556.0	J30
8560.0	J30
8564.0	J30
8568.0	J30
8572.0	J30
8576.0	J30
8580.0	J30
8584.0	J30
8588.0	J30
8592.0	J30
8596.0	J30
8600.0	J30
8604.0	J30
8608.0	J30
8612.0	J30
8616.0	J30
8620.0	J30
8624.0	J30
8628.0	J30
8632.0	J30
8636.0	J30
8640.0	J30
8644.0	J30
8648.0	J30
8652.0	J30
8656.0	J30
8660.0	J30
8664.0	J30
8668.0	J30
8672.0	J30
8676.0	J30
8680.0	J30
8684.0	J30
8688.0	J30
8692.0	J30
8696.0	J30
8700.0	J30
8704.0	J30
8708.0	J30
8712.0	J30
8716.0	J30
8720.0	J30
8724.0	J30
8728.0	J30
8732.0	J30
8736.0	J30
8740.0	J30
8744.0	J30
8748.0	J30
8752.0	J30
8756.0	J30
8760.0	J30
8764.0	J30
8768.0	J30
8772.0	J30
8776.0	J30
8780.0	J30
8784.0	J30
8788.0	J30
8792.0	J30
8796.0	J30
8800.0	J30
8804.0	J30
8808.0	J30
8812.0	J30
8816.0	J30
8820.0	J30
8824.0	J30
8828.0	J30
8832.0	J30
8836.0	J30
8840.0	J30
8844.0	J30
8848.0	J30
8852.0	J30
8856.0	J30
8860.0	J30
8864.0	J30
8868.0	J30
8872.0	J30
8876.0	J30
8880.0	J30
8884.0	J30
8888.0	J30
8892.0	J30
8896.0	J30
8900.0	J30
8904.0	J30
8908.0	J30
8912.0	J30
8916.0	J30
8920.0	J30
8924.0	J30
8928.0	J30
8932.0	J30
8936.0	J30
8940.0	J30
8944.0	J30
8948.0	J30
8952.0	J30
8956.0	J30
8960.0	J30
8964.0	J30
8968.0	J30
8972.0	J30
8976.0	J30
8980.0	J30
8984.0	J30
8988.0	J30
8992.0	J30
8996.0	J30
9000.0	J30
9004.0	J30
9008.0	J30
9012.0	J30
9016.0	J30
9020.0	J30
9024.0	J30
